transaction_id,transaction_date,transaction_time,transaction_type,item_code,item_name,category,subcategory,supplier_name,po_reference,invoice_reference,lot_number,quantity,unit,unit_cost,total_cost,location,recorded_by,expiration_date,notes
TXN-100124,2026-06-08,08:29,stock_out,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,,,,-2.0,50lb bag,22.76,-45.52,Dry Storage Room,L. Kim,,
TXN-100125,2026-06-08,13:24,stock_out,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-2.0,sack,18.66,-37.32,Dry Storage Room,L. Kim,,
TXN-100126,2026-06-08,09:38,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,34.46,-68.92,Main Kitchen Cooler,D. Alvarez,,
TXN-100127,2026-06-08,07:02,stock_out,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-2.0,sack,18.32,-36.64,Dry Storage Room,R. Patel,,
TXN-100128,2026-06-08,18:21,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-10.34,lb,6.27,-64.83,Main Kitchen Cooler,T. Fischer,,
TXN-100129,2026-06-08,17:54,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40253,INV-58441,LOT-260608-20,6.0,case (6x1L),61.77,370.62,Dry Storage Room,C. Romero,2027-06-08,
TXN-100130,2026-06-08,07:19,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-3.0,case,14.53,-43.59,Main Kitchen Cooler,M. Osei,,
TXN-100131,2026-06-08,16:27,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40416,INV-58284,LOT-260608-37,5.0,case (12x750ml),88.6,443.0,Bar Storage,M. Osei,2028-06-07,
TXN-100132,2026-06-08,13:53,stock_out,PRD-2210,Romaine Lettuce,Produce,Leafy Greens,Green Valley Produce Co.,,,,-3.0,case,24.86,-74.58,Main Kitchen Cooler,T. Fischer,,
TXN-100133,2026-06-08,07:53,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40269,INV-58838,LOT-260608-66,6.0,case (6x1L),59.16,354.96,Dry Storage Room,D. Alvarez,2027-06-08,
TXN-100134,2026-06-09,08:51,stock_out,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-3.0,case,49.82,-149.46,Main Kitchen Cooler,J. Nguyen,,
TXN-100135,2026-06-09,18:24,waste,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,,,,-2.0,case (48ct),28.13,-56.26,Dry Storage Room,J. Nguyen,,Quality reject
TXN-100136,2026-06-09,20:23,stock_out,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-3.0,sack,26.22,-78.66,Dry Storage Room,L. Kim,,
TXN-100137,2026-06-09,13:09,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40327,INV-58561,LOT-260609-54,33.58,gal,9.11,305.91,Main Kitchen Cooler,D. Alvarez,2026-06-19,
TXN-100138,2026-06-09,07:53,stock_in,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,PO-40249,INV-58240,LOT-260609-14,6.0,case,45.57,273.42,Main Kitchen Cooler,M. Osei,2026-07-07,
TXN-100139,2026-06-09,07:01,stock_in,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,PO-40661,INV-58844,LOT-260609-87,11.73,lb,6.22,72.96,Main Kitchen Cooler,C. Romero,2026-06-11,
TXN-100140,2026-06-09,07:53,stock_out,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,,,,-13.62,lb,5.99,-81.58,Main Kitchen Cooler,D. Alvarez,,
TXN-100141,2026-06-09,14:22,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-3.99,lb,6.66,-26.57,Main Kitchen Cooler,T. Fischer,,
TXN-100142,2026-06-09,18:32,stock_out,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-3.0,CASE (12X750ML),94.32,-282.96,Bar Storage,R. Patel,,
TXN-100143,2026-06-09,07:22,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-4.0,lb,15.17,-60.68,Main Kitchen Cooler,D. Alvarez,,
TXN-100144,2026-06-09,09:52,stock_out,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-9.82,lb,23.69,-232.64,Main Kitchen Cooler,T. Fischer,,
TXN-100145,2026-06-09,18:29,stock_in,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,PO-40304,INV-58142,LOT-260609-50,1.0,case,13.52,13.52,Main Kitchen Cooler,M. Osei,2026-06-14,
TXN-100146,2026-06-09,20:49,stock_in,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,PO-40379,INV-58227,LOT-260609-57,3.82,lb,5.74,21.93,Main Kitchen Cooler,R. Patel,2026-06-30,
TXN-100147,2026-06-09,09:59,stock_out,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,,,,-3.0,each,59.69,-179.07,Bar Storage,D. Alvarez,,
TXN-100148,2026-06-09,09:06,stock_out,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-1.66,gal,4.31,-7.15,Main Kitchen Cooler,M. Osei,,
TXN-100149,2026-06-10,17:55,stock_out,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,,,,-4.0,50lb bag,24.95,-99.8,Dry Storage Room,R. Patel,,
TXN-100150,2026-06-10,10:23,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,33.28,-99.84,Main Kitchen Cooler,J. Nguyen,,
TXN-100151,2026-06-10,07:15,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40492,INV-58680,LOT-260610-14,6.0,each,3.67,22.02,Dry Storage Room,C. Romero,2026-06-13,
TXN-100152,2026-06-10,10:20,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-3.0,CASE,13.63,-40.89,Main Kitchen Cooler,D. Alvarez,,
TXN-100153,2026-06-10,18:16,stock_in,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,PO-40726,INV-58392,LOT-260610-98,6.0,KEG,138.38,830.28,Bar Storage,R. Patel,2026-07-25,
TXN-100154,2026-06-10,20:20,waste,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-2.0,sack,19.12,-38.24,Dry Storage Room,C. Romero,,Over-prepped
TXN-100155,2026-06-10,13:14,waste,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-0.78,gal,4.0,-3.12,Main Kitchen Cooler,,,Prep trim loss
TXN-100156,2026-06-10,13:08,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-3.0,25lb bag,10.27,-30.81,Dry Storage Room,M. Osei,,
TXN-100157,2026-06-10,20:36,waste,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-1.0,25lb bag,29.85,-29.85,Dry Storage Room,T. Fischer,,Spoilage
TXN-100158,2026-06-10,07:49,stock_out,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,-4.0,KEG,143.44,-573.76,Bar Storage,L. Kim,,
TXN-100159,2026-06-10,17:14,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40390,INV-58180,LOT-260610-42,15.15,gal,10.44,158.17,Main Kitchen Cooler,J. Nguyen,2026-06-20,
TXN-100160,2026-06-10,14:37,stock_out,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-1.0,case (24ct),14.77,-14.77,Bar Storage,T. Fischer,,
TXN-100161,2026-06-10,06:05,waste,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-0.42,lb,23.01,-9.66,Main Kitchen Cooler,C. Romero,,Dropped/contaminated
TXN-100162,2026-06-10,16:34,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-4.7,lb,15.88,-74.64,Main Kitchen Cooler,R. Patel,,
TXN-100163,2026-06-10,06:10,stock_in,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,PO-40308,INV-58448,LOT-260610-87,4.0,case (48ct),28.43,113.72,Dry Storage Room,J. Nguyen,2026-06-15,
TXN-100164,2026-06-11,07:20,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-2.0,25lb bag,10.34,-20.68,Dry Storage Room,R. Patel,,
TXN-100165,2026-06-11,10:15,transfer,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,3.0,case (6x1L),60.91,182.73,Walk-In Freezer,C. Romero,,Transferred to Main Kitchen Cooler
TXN-100166,2026-06-11,08:31,stock_out,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,case (48ct),30.53,-30.53,Dry Storage Room,C. Romero,,
TXN-100167,2026-06-11,11:38,stock_in,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,PO-40581,INV-58392,LOT-260611-78,7.0,sack,28.69,200.83,Dry Storage Room,D. Alvarez,2026-07-02,
TXN-100168,2026-06-11,06:36,stock_in,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,PO-40395,INV-58175,LOT-260611-59,5.0,25lb bag,10.76,53.8,Dry Storage Room,C. Romero,2029-06-10,
TXN-100169,2026-06-11,10:23,adjustment,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,1.77,case,13.83,24.48,Main Kitchen Cooler,M. Osei,,System entry error
TXN-100170,2026-06-11,17:21,stock_in,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,PO-40252,INV-58720,LOT-260611-75,32.55,lb,22.57,734.65,Main Kitchen Cooler,J. Nguyen,2026-06-15,
TXN-100171,2026-06-11,13:53,stock_out,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,-7.89,lb,7.19,-56.73,Main Kitchen Cooler,C. Romero,,
TXN-100172,2026-06-11,14:19,adjustment,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,1.78,lb,6.63,11.8,Main Kitchen Cooler,T. Fischer,,Cycle count correction
TXN-100173,2026-06-11,17:03,stock_out,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,,,,-3.0,case,27.47,-82.41,Main Kitchen Cooler,T. Fischer,,
TXN-100174,2026-06-12,17:07,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40528,INV-58255,LOT-260612-62,2.0,block,117.78,235.56,Main Kitchen Cooler,T. Fischer,2026-07-27,
TXN-100175,2026-06-12,13:13,stock_out,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-3.0,sack,30.23,-90.69,Dry Storage Room,R. Patel,,
TXN-100176,2026-06-12,09:43,stock_out,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-3.0,case (12x750ml),93.18,-279.54,Bar Storage,T. Fischer,,
TXN-100177,2026-06-12,08:14,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40889,INV-58395,LOT-260612-36,8.0,block,128.07,1024.56,Main Kitchen Cooler,T. Fischer,2026-07-27,
TXN-100178,2026-06-12,14:43,stock_in,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,PO-40504,INV-58453,LOT-260612-28,22.64,lb,6.33,143.31,Main Kitchen Cooler,M. Osei,2026-06-16,Short delivery vs PO — see delivery receipt
TXN-100179,2026-06-12,08:12,stock_out,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-12.51,lb,4.67,-58.42,Main Kitchen Cooler,C. Romero,,
TXN-100180,2026-06-12,06:42,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40338,INV-58153,LOT-260612-22,7.0,case,27.73,194.11,Main Kitchen Cooler,R. Patel,2026-06-26,
TXN-100181,2026-06-12,11:30,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-9.93,gal,10.15,-100.79,Main Kitchen Cooler,M. Osei,,
TXN-100182,2026-06-12,08:34,stock_out,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-3.0,sack,19.54,-58.62,Dry Storage Room,D. Alvarez,,
TXN-100183,2026-06-12,06:53,adjustment,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-0.62,gal,4.2,-2.6,Main Kitchen Cooler,,,Recount after audit
TXN-100184,2026-06-12,09:18,transfer,PRD-2210,Romaine Lettuce,Produce,Leafy Greens,Green Valley Produce Co.,,,,2.0,case,26.29,52.58,Prep Station Fridge,J. Nguyen,,Transferred to Walk-In Freezer
TXN-100185,2026-06-12,17:11,stock_out,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,case (48ct),27.76,-27.76,Dry Storage Room,M. Osei,,
TXN-100186,2026-06-12,13:20,waste,PRD-8805, Canola Oil ,Dry Goods,Oils,Pantry Staples Wholesale,,,,-1.0,case (4x1gal),43.14,-43.14,Dry Storage Room,J. Nguyen,,Prep trim loss
TXN-100187,2026-06-12,18:17,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40840,INV-58686,LOT-260612-11,8.0,CASE (6X1L),56.16,449.28,Dry Storage Room,M. Osei,2027-06-12,
TXN-100188,2026-06-12,17:49,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.0,case (4x1gal),39.43,-78.86,Dry Storage Room,M. Osei,,
TXN-100189,2026-06-12,17:38,stock_in,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,PO-40582,INV-58875,LOT-260612-78,4.0,case (72ct),66.07,264.28,Walk-In Freezer,L. Kim,2026-09-10,
TXN-100190,2026-06-12,13:45,stock_out,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-2.0,SACK,19.74,-39.48,Dry Storage Room,D. Alvarez,,
TXN-100191,2026-06-12,07:20,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-4.0,case,36.16,-144.64,Main Kitchen Cooler,T. Fischer,,
TXN-100192,2026-06-12,06:29,stock_out,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-1.0,CASE (24CT),14.21,-14.21,Bar Storage,C. Romero,,
TXN-100193,2026-06-12,20:00,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-11.31,lb,14.99,-169.54,Main Kitchen Cooler,D. Alvarez,,
TXN-100194,2026-06-12,07:59,adjustment,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-0.17,sack,27.05,-4.6,Dry Storage Room,J. Nguyen,,System entry error
TXN-100195,2026-06-12,10:28,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-4.0,25LB BAG,29.56,-118.24,Dry Storage Room,R. Patel,,
TXN-100196,2026-06-12,09:07,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-2.0,case,14.28,-28.56,Main Kitchen Cooler,C. Romero,,
TXN-100197,2026-06-12,11:43,adjustment,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,1.31,lb,14.62,19.15,Main Kitchen Cooler,R. Patel,,System entry error
TXN-100198,2026-06-13,16:26,stock_in,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,PO-40116,INV-58346,LOT-260613-36,25.37,lb,6.85,173.78,Main Kitchen Cooler,D. Alvarez,2026-06-27,Received in good condition
TXN-100199,2026-06-13,08:34,stock_out,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-3.65,lb,23.81,-86.91,Main Kitchen Cooler,D. Alvarez,,
TXN-100200,2026-06-13,14:49,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-3.0,case,35.45,-106.35,Main Kitchen Cooler,M. Osei,,
TXN-100201,2026-06-13,06:35,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-4.0,25lb bag,29.44,-117.76,Dry Storage Room,J. Nguyen,,
TXN-100202,2026-06-13,16:24,adjustment,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,,,,1.71,50lb bag,23.79,40.68,Dry Storage Room,R. Patel,,Unit conversion fix
TXN-100203,2026-06-13,08:19,stock_in,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,PO-40574,INV-58159,LOT-260613-81,7.0,case (72ct),60.36,422.52,Walk-In Freezer,R. Patel,2026-09-11,
TXN-100204,2026-06-13,20:23,transfer,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,1.0,sack,17.17,17.17,Walk-In Freezer,R. Patel,,Transferred to Bar Storage
TXN-100205,2026-06-13,08:55,stock_in,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,PO-40115,INV-58316,LOT-260613-34,7.0,keg,140.43,983.01,Bar Storage,T. Fischer,2026-07-28,
TXN-100206,2026-06-13,08:35,stock_out,PRD-3318,Parmesan Wheel,Dairy,Cheese,Dairy Fresh Cooperative,,,,-5.16,lb,12.45,-64.24,Main Kitchen Cooler,R. Patel,,
TXN-100207,2026-06-13,11:06,transfer,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,3.0,case (24ct),15.0,45.0,Prep Station Fridge,M. Osei,,Transferred to Prep Station Fridge
TXN-100208,2026-06-13,06:16,stock_out,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-3.0,case,47.43,-142.29,Main Kitchen Cooler,T. Fischer,,
TXN-100209,2026-06-13,08:31,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-3.0,case (6x1L),62.12,-186.36,Dry Storage Room,M. Osei,,
TXN-100210,2026-06-13,17:50,stock_out,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,,,,-2.0,each,58.43,-116.86,Bar Storage,C. Romero,,
TXN-100211,2026-06-13,20:54,stock_out,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-1.0,sack,29.42,-29.42,Dry Storage Room,D. Alvarez,,
TXN-100212,2026-06-13,07:00,stock_in,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,PO-40161,INV-58732,LOT-260613-91,3.0,case,46.47,139.41,Main Kitchen Cooler,,2026-07-11,
TXN-100213,2026-06-13,13:46,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40117,INV-58614,LOT-260613-99,3.0,25lb bag,29.87,89.61,Dry Storage Room,T. Fischer,2028-06-12,
TXN-100214,2026-06-13,13:16,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40506,INV-58180,LOT-260613-57,7.0,block,114.47,801.29,Main Kitchen Cooler,R. Patel,2026-07-28,
TXN-100215,2026-06-13,20:41,stock_out,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-3.0,sack,17.3,-51.9,Dry Storage Room,R. Patel,,
TXN-100216,2026-06-13,20:27,stock_in,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40197,INV-58640,LOT-260613-15,26.51,gal,9.49,251.58,Main Kitchen Cooler,J. Nguyen,2026-06-23,
TXN-100217,2026-06-13,08:57,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,32.81,-98.43,Main Kitchen Cooler,J. Nguyen,,
TXN-100218,2026-06-13,20:45,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40406,INV-58266,LOT-260613-82,7.0,case,30.99,216.93,Main Kitchen Cooler,J. Nguyen,2026-06-27,
TXN-100219,2026-06-13,17:46,waste,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-1.0,CASE,14.76,-14.76,Main Kitchen Cooler,M. Osei,,Spoilage
TXN-100220,2026-06-13,14:25,waste,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,,,,-4.85,lb,13.22,-64.12,Main Kitchen Cooler,T. Fischer,,Dropped/contaminated
TXN-100221,2026-06-13,10:11,adjustment,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,1.08,keg,148.73,160.63,Bar Storage,D. Alvarez,,Recount after audit
TXN-100222,2026-06-13,18:40,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-1.0,CASE,26.82,-26.82,Main Kitchen Cooler,,,
TXN-100223,2026-06-14,07:11,stock_in,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,PO-40624,INV-58517,LOT-260614-23,18.38,lb,6.0,110.28,Main Kitchen Cooler,D. Alvarez,2026-06-18,
TXN-100224,2026-06-14,10:49,stock_in,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,PO-40348,INV-58685,LOT-260614-76,5.22,lb,11.97,62.48,Main Kitchen Cooler,J. Nguyen,2026-06-20,
TXN-100225,2026-06-14,10:19,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-7.52,gal,9.09,-68.36,Main Kitchen Cooler,M. Osei,,
TXN-100226,2026-06-14,07:08,stock_in,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,PO-40440,INV-58735,LOT-260614-58,13.58,lb,6.32,85.83,Main Kitchen Cooler,L. Kim,2026-06-16,
TXN-100227,2026-06-14,09:38,stock_in,PRD-7706,Duck Breast,Meat,Poultry,Metro Meat & Poultry,PO-40421,INV-58281,LOT-260614-60,38.0,lb,12.95,492.1,Main Kitchen Cooler,M. Osei,2026-06-19,
TXN-100228,2026-06-14,18:25,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40304,INV-58706,LOT-260614-79,4.0,case (6x1L),62.01,248.04,Dry Storage Room,J. Nguyen,2027-06-14,
TXN-100229,2026-06-14,20:44,waste,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,each,3.96,-3.96,Dry Storage Room,L. Kim,,Expired
TXN-100230,2026-06-14,17:27,stock_out,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-11.94,lb,4.52,-53.97,Main Kitchen Cooler,C. Romero,,
TXN-100231,2026-06-14,18:23,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-3.0,25lb bag,29.14,-87.42,Dry Storage Room,C. Romero,,
TXN-100232,2026-06-14,14:02,stock_in,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,PO-40762,INV-58509,LOT-260614-52,5.0,50lb bag,25.07,125.35,Dry Storage Room,L. Kim,2028-06-13,Received in good condition
TXN-100233,2026-06-14,08:28,stock_out,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,28.83,-57.66,Main Kitchen Cooler,T. Fischer,,
TXN-100234,2026-06-14,08:26,stock_out,PRD-1103,"Jumbo Shrimp, Peeled",Seafood,Shellfish,Harborline Seafood Distributors,,,,-13.85,lb,13.82,-191.41,Main Kitchen Cooler,L. Kim,,
TXN-100235,2026-06-14,13:30,waste,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,case (48ct),26.67,-26.67,Dry Storage Room,T. Fischer,,Damaged in delivery
TXN-100236,2026-06-14,09:41,stock_in,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,PO-40858,INV-58349,LOT-260614-76,6.16,lb,6.71,41.33,Main Kitchen Cooler,J. Nguyen,2026-06-28,
TXN-100237,2026-06-14,16:27,stock_in,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40302,INV-58560,LOT-260614-85,17.03,gal,4.36,74.25,Main Kitchen Cooler,R. Patel,2026-06-24,
TXN-100238,2026-06-14,18:55,stock_out,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,-3.0,case,31.31,-93.93,Main Kitchen Cooler,J. Nguyen,,
TXN-100239,2026-06-14,09:38,adjustment,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-0.67,case (12x750ml),94.35,-63.21,Bar Storage,D. Alvarez,,Recount after audit
TXN-100240,2026-06-14,14:05,transfer,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,4.36,lb,6.76,29.47,Bar Storage,M. Osei,,Transferred to Bar Storage
TXN-100241,2026-06-14,14:24,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-2.0,25lb bag,27.69,-55.38,Dry Storage Room,C. Romero,,
TXN-100242,2026-06-15,07:11,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-5.06,gal,9.67,-48.93,Main Kitchen Cooler,D. Alvarez,,
TXN-100243,2026-06-15,13:32,waste,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,-3.33,lb,5.52,-18.38,Main Kitchen Cooler,R. Patel,,Expired
TXN-100244,2026-06-15,18:14,stock_in,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,PO-40650,INV-58395,LOT-260615-31,3.0,case,35.19,105.57,Main Kitchen Cooler,L. Kim,2026-06-20,
TXN-100245,2026-06-15,13:52,stock_in,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,PO-40874,INV-58142,LOT-260615-66,39.65,lb,6.44,255.35,Main Kitchen Cooler,C. Romero,2026-06-29,
TXN-100246,2026-06-15,09:55,stock_out,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,,,,-12.34,lb,22.28,-274.94,Main Kitchen Cooler,D. Alvarez,,
TXN-100247,2026-06-15,20:45,stock_out,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,,,,-3.0,case,28.67,-86.01,Main Kitchen Cooler,C. Romero,,
